Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Carnell Tate 2025 Prizm Draft Picks #68 Silver","Raw","18.48","$0.39","$2.11","$2.50 (02/06/2026)","$2.29","$1.04","$3.18","0.00","6","$13.72"
"Cam Skattebo 2025 Prizm #363 Silver","Raw","18.48","$4.85","$26.25","$31.10 (02/07/2026)","$29.40","$22.50","$35.00","166.67","8","$235.21"
"Anthony Edwards 2020 Optic #151 Hyper Pink","Raw","18.47","$4.83","$26.17","$31.00 (02/06/2026)","$26.78","$15.50","$50.00","350.00","9","$241.00"
"Will Howard 2025 Optic #HM-WH Hash Marks","Raw","18.42","$14.00","$76.00","$90.00 (02/06/2026)","$90.06","$70.00","$142.50","0.00","8","$720.50"
"Cooper Flagg 2025 Topps #201 Season Tip-Off","Raw","18.35","$4.29","$23.40","$27.69 (02/07/2026)","$24.67","$9.00","$32.00","10.00","22","$542.65"
"Jayden Daniels 2024 Select #26 Concourse Red & Blue Shock","Raw","18.34","$1.16","$6.34","$7.50 (02/06/2026)","$7.33","$4.25","$10.00","66.67","10","$73.34"
"Cooper Flagg 2025 Topps #8B-31 8-Bit Ballers","Raw","18.32","$0.53","$2.92","$3.46 (02/07/2026)","$3.34","$0.99","$19.99","55.94","315","$1050.83"
"Bo Nix 2025 Mosaic #8 Visionary","Raw","18.32","$5.50","$30.00","$35.50 (02/03/2026)","$34.33","$30.00","$39.99","200.00","6","$205.98"
"Kon Knueppel 2025 Topps Chrome #254 Base","Raw","18.29","$0.80","$4.39","$5.20 (02/07/2026)","$4.44","$0.99","$15.00","-16.07","329","$1460.83"
"Michael Jordan 1991 Fleer #29 Base","PSA 9","18.27","$5.56","$30.44","$36.00 (02/06/2026)","$30.36","$24.50","$36.00","-28.57","5","$151.82"
"Nolan Traore 2025 Topps Chrome Sapphire Edition #269 Base","Raw","18.18","$1.00","$5.50","$6.50 (02/07/2026)","$8.43","$5.50","$15.00","150.00","5","$42.17"
"Josh Allen 2018 Donruss #304 Base","PSA 10","18.18","$50.00","$275.00","$325.00 (02/06/2026)","$282.30","$250.00","$325.00","-37.50","10","$2822.99"
"Michael Jordan 1992 Upper Deck #67 MVP","PSA 10","18.17","$20.41","$112.32","$132.73 (02/07/2026)","$130.51","$112.32","$150.00","-14.29","6","$783.05"
"Justin Jefferson 2020 Optic #163 Purple Shock","Raw","18.11","$7.67","$42.33","$50.00 (02/07/2026)","$44.40","$34.00","$57.00","400.00","5","$222.00"
"Drake Maye 2024 Mosaic #303 Pink Camo","Raw","18.09","$4.88","$26.95","$31.82 (02/07/2026)","$29.03","$17.50","$46.00","-14.29","24","$696.70"
"Caitlin Clark 2022 Bowman Chrome University #50 Base (1st)","PSA 9","17.95","$4.67","$26.00","$30.67 (02/05/2026)","$29.60","$25.00","$36.00","66.67","10","$296.00"
"Bo Nix 2024 Donruss #369 Base","Raw","17.94","$0.40","$2.23","$2.63 (02/07/2026)","$3.15","$0.99","$15.21","-55.00","27","$85.10"
"Malik Nabers 2024 Clearly Donruss #55 Base","Raw","17.92","$0.38","$2.12","$2.50 (02/05/2026)","$1.84","$0.99","$2.50","150.00","5","$9.22"
"Will Richard 2025 Topps Chrome #287 Base","Raw","17.91","$0.27","$1.48","$1.75 (02/06/2026)","$1.80","$0.99","$5.50","200.00","12","$21.61"
"Tim Duncan 1997 SP Authentic #128 Base","Raw","17.80","$0.91","$5.09","$6.00 (02/05/2026)","$6.05","$1.79","$8.99","66.67","5","$30.27"
"Caitlin Clark 2024 Panini Instant WNBA #268 Base (Print Run: 16,135)","Raw","17.79","$0.98","$5.51","$6.49 (02/06/2026)","$4.42","$2.25","$6.49","50.00","6","$26.50"
"Kon Knueppel 2025 Topps #204 Gold","Raw","17.77","$8.00","$45.00","$53.00 (02/05/2026)","$49.58","$42.00","$62.99","-18.18","9","$446.24"
"Alonzo Mourning 1993 Fleer Ultra #7 Scoring Kings","Raw","17.69","$4.51","$25.49","$30.00 (02/07/2026)","$23.81","$20.00","$30.00","16.67","7","$166.64"
"Jaxon Smith-Njigba 2023 Mosaic #ND-12 NFL Debut - Green","Raw","17.65","$0.75","$4.25","$5.00 (02/07/2026)","$5.13","$4.00","$7.00","-58.82","7","$35.88"
"Donovan Mitchell 2017 Optic #188 Shock","Raw","17.65","$1.50","$8.50","$10.00 (02/07/2026)","$10.50","$5.50","$20.00","-14.29","6","$63.00"
"Isaac TeSlaa 2025 Donruss #338 Base","Raw","17.65","$0.29","$1.63","$1.92 (02/05/2026)","$1.62","$0.99","$2.85","14.29","8","$12.99"
"Caleb Williams 2024 Prizm #25 Fireworks - Green Ice","Raw","17.65","$1.50","$8.50","$10.00 (02/06/2026)","$9.01","$5.00","$11.50","-36.36","7","$63.08"
"Austin Reaves 2021 Prizm #165 Red White Blue","Raw","17.65","$1.50","$8.50","$10.00 (02/07/2026)","$9.67","$6.50","$12.34","400.00","5","$48.33"
"Kobe Bryant 1997 Fleer Ultra #3-SP Star Power","Raw","17.65","$6.00","$34.00","$40.00 (02/05/2026)","$36.50","$32.00","$40.00","100.00","6","$218.99"
"Ace Bailey 2025 Topps Chrome #TCAR-AB Chrome Rookie Autographs","Raw","17.65","$15.00","$85.00","$100.00 (02/07/2026)","$113.81","$85.00","$150.00","33.33","8","$910.50"
"Michael Jordan 1993 Upper Deck #AN4 All-NBA","Raw","17.65","$0.75","$4.25","$5.00 (02/05/2026)","$3.66","$2.00","$5.00","25.00","5","$18.30"
"Jayden Daniels 2024 Optic #248 Holo","Raw","17.62","$4.87","$27.63","$32.50 (02/07/2026)","$30.19","$20.00","$40.00","40.00","21","$633.94"
"Jayden Daniels 2024 Prizm #347 Base","Raw","17.55","$0.61","$3.45","$4.05 (02/07/2026)","$4.33","$0.99","$16.70","-11.86","52","$224.97"
"Michael Jordan 1992 Topps #3 Beam Team (w/D. Rodman & K. Johnson)","Raw","17.53","$0.44","$2.51","$2.95 (02/07/2026)","$2.63","$1.00","$3.99","50.00","6","$15.77"
"Tom Brady 2002 Topps Chrome #150 Weekly Wrap Up","Raw","17.52","$3.68","$21.00","$24.68 (02/07/2026)","$21.44","$16.00","$26.00","50.00","6","$128.66"
"Bryce Young 2023 Prizm #311 Disco","Raw","17.46","$1.83","$10.50","$12.33 (02/06/2026)","$11.60","$7.00","$20.00","-16.67","5","$58.00"
"Cam Skattebo 2025 Optic #5 Light It Up","Raw","17.45","$0.78","$4.47","$5.25 (02/07/2026)","$4.57","$1.10","$10.00","166.67","8","$36.53"
"Drake Maye 2024 Score #2 Protential","Raw","17.43","$0.30","$1.71","$2.01 (02/07/2026)","$2.17","$0.99","$19.99","-34.19","77","$167.22"
"Colston Loveland 2025 Mosaic #5 Introductions","Raw","17.41","$0.27","$1.58","$1.85 (02/07/2026)","$3.12","$1.25","$5.50","100.00","8","$24.98"
"VJ Edgecombe 2025 Topps Chrome #253 Skylight Refractor","Raw","17.35","$8.87","$51.13","$60.00 (02/04/2026)","$54.56","$35.00","$80.00","-11.11","8","$436.49"
"Maxx Crosby 2024 Optic #22 Uptowns","Raw","17.32","$25.09","$144.91","$170.00 (02/07/2026)","$145.56","$100.00","$200.00","6.67","16","$2328.93"
"Michael Jordan 1987 Fleer #59 Base","Raw","17.31","$45.00","$260.00","$305.00 (02/06/2026)","$290.80","$225.00","$350.00","-28.57","5","$1454.00"
"Danny Ainge 1986 Fleer #4 Base","Raw","17.30","$1.91","$11.04","$12.95 (02/07/2026)","$14.79","$6.99","$25.00","71.43","12","$177.50"
"Travis Hunter 2025 Donruss #301 Press Proof Green","Raw","17.20","$0.21","$1.25","$1.46 (02/07/2026)","$1.72","$0.99","$3.48","33.33","8","$13.76"
"Shedeur Sanders 2025 Prizm #302 Lazer","Raw","17.20","$3.01","$17.50","$20.51 (02/07/2026)","$18.02","$10.00","$22.19","0.00","25","$450.44"
"Tyler Shough 2025 Mosaic #312 Reactive Purple","Raw","17.20","$1.69","$9.81","$11.50 (02/06/2026)","$9.47","$7.25","$15.00","0.00","8","$75.75"
"Joe Burrow 2020 Chronicles #RR-JB Clearly Donruss Rated Rookie","Raw","17.14","$1.32","$7.68","$9.00 (02/04/2026)","$8.51","$5.50","$11.50","-50.00","5","$42.55"
"Michael Penix Jr. 2024 Prizm #378 Silver","Raw","17.10","$3.14","$18.36","$21.50 (02/07/2026)","$22.63","$18.36","$33.00","-39.13","14","$316.83"
"Victor Wembanyama 2023 Prizm Draft Picks #2 Red Ice","Raw","17.06","$4.01","$23.50","$27.51 (02/07/2026)","$24.57","$17.50","$33.00","16.67","7","$172.02"
"Quinshon Judkins 2025 Mosaic #276 Rookie Variation","Raw","17.06","$0.51","$2.99","$3.50 (02/07/2026)","$1.74","$0.99","$3.50","-11.11","8","$13.91"
"Cooper Flagg 2025 Topps #RTS-1 Rise to Stardom","Raw","17.05","$1.10","$6.45","$7.55 (02/07/2026)","$7.41","$0.99","$24.00","50.00","33","$244.64"
"Cooper Kupp 2017 Prizm #203 Silver","Raw","17.04","$1.86","$10.90","$12.76 (02/07/2026)","$11.96","$6.53","$24.50","100.00","10","$119.64"
"Kon Knueppel 2025 Topps Chrome #RR-4 Radiating Rookies","Raw","17.04","$87.33","$512.67","$600.00 (02/07/2026)","$524.14","$433.00","$600.00","-56.25","7","$3669.00"
"Tyler Shough 2025 Mosaic #8 Kaleidoscopic","Raw","17.02","$16.00","$94.00","$110.00 (02/07/2026)","$98.60","$90.00","$110.00","-44.44","5","$493.00"
"Victor Wembanyama 2023 Hoops Premium Stock #12 Sheesh","Raw","17.02","$0.68","$4.00","$4.67 (02/07/2026)","$5.33","$1.51","$20.00","87.50","15","$79.94"
"Caleb Williams 2024 Optic #201 Stars","Raw","17.01","$5.67","$33.33","$39.00 (02/07/2026)","$35.58","$24.25","$40.00","0.00","9","$320.24"
"Jaxon Smith-Njigba 2023 Select #87 Concourse Black & Red Die-Cut","Raw","16.97","$0.62","$3.63","$4.25 (02/07/2026)","$4.23","$2.02","$7.00","16.67","14","$59.22"
"Cooper Flagg 2025 Topps Chrome #TT-16 Tall Tales","Raw","16.93","$2.90","$17.14","$20.04 (02/07/2026)","$17.38","$6.50","$26.99","-33.02","71","$1234.13"
"Magic Johnson 1987 Fleer #56 Base","Raw","16.89","$1.54","$9.13","$10.67 (02/07/2026)","$9.46","$3.25","$15.00","0.00","7","$66.24"
"Quinn Ewers 2025 Prizm #307 Silver","Raw","16.89","$2.20","$12.99","$15.19 (02/05/2026)","$15.59","$0.99","$25.00","-20.00","8","$124.74"
"Shaquille O'Neal 1992 Topps #362 Gold","PSA 9","16.82","$15.88","$94.45","$110.33 (02/07/2026)","$107.49","$86.40","$120.00","-10.00","9","$967.40"
"Malik Nabers 2024 Mosaic #306 Green","Raw","16.78","$0.32","$1.93","$2.25 (02/05/2026)","$1.67","$0.99","$2.79","500.00","6","$10.02"
"Michael Jordan 1992 Upper Deck #425 All-Star","Raw","16.76","$0.29","$1.73","$2.02 (02/07/2026)","$1.74","$1.00","$2.49","-50.00","8","$13.88"
"Brandon Miller 2023 Prizm #152 Green","PSA 10","16.74","$6.27","$37.48","$43.75 (02/07/2026)","$44.73","$35.00","$51.00","60.00","8","$357.84"
"Jaxon Smith-Njigba 2023 Illusions #16 Funkadelic","Raw","16.72","$0.50","$2.99","$3.49 (02/07/2026)","$4.58","$2.99","$7.50","-46.67","8","$36.68"
"Jaylen Brown 2016 Donruss #153 Base","Raw","16.69","$1.00","$5.99","$6.99 (02/07/2026)","$7.31","$3.00","$20.00","57.14","11","$80.39"
"Will Richard 2025 Topps Chrome #TCAR-WIR Chrome Rookie Autographs","Raw","16.69","$2.09","$12.50","$14.59 (02/07/2026)","$10.97","$3.25","$17.50","0.00","20","$219.46"
"Tom Brady 2000 Press Pass #37 Base","Raw","16.68","$10.01","$59.99","$70.00 (02/06/2026)","$65.55","$50.00","$75.00","0.00","9","$589.99"
"Kon Knueppel 2025 Topps Chrome #FS-KK Future Stars Autographs","Raw","16.67","$40.00","$239.99","$279.99 (02/06/2026)","$243.21","$202.00","$280.00","-50.00","5","$1216.03"
"Ashton Jeanty 2025 Optic #2 Uptowns","Raw","16.67","$45.00","$270.00","$315.00 (02/06/2026)","$287.50","$249.99","$330.00","33.33","8","$2299.98"
"Paolo Banchero 2025 Topps Chrome #140 Image Variation","Raw","16.67","$1.00","$6.00","$7.00 (02/06/2026)","$6.55","$5.00","$7.50","0.00","5","$32.75"
"Victor Wembanyama 2023 Haunted Hoops #108 Orange","Raw","16.67","$0.50","$3.00","$3.50 (02/07/2026)","$2.58","$0.99","$4.75","50.00","6","$15.48"
"Derik Queen 2025 Topps Chrome #263 Red White & Blue Refractor","Raw","16.66","$0.74","$4.46","$5.21 (02/07/2026)","$5.46","$0.99","$9.46","50.00","36","$196.47"
"LeBron James 2003 Upper Deck Redemption Special","PSA 9","16.65","$9.99","$60.00","$69.99 (02/07/2026)","$61.33","$55.00","$69.99","-16.67","5","$306.66"
"JJ McCarthy 2024 Donruss #11 Downtown","Raw","16.62","$55.00","$331.00","$386.00 (02/06/2026)","$360.50","$331.00","$400.00","-61.90","8","$2883.98"
"Victor Wembanyama 2023 Panini Instant #5 Base (Print Run: 44,142)","Raw","16.60","$0.60","$3.65","$4.25 (02/07/2026)","$6.70","$1.25","$10.99","0.00","5","$33.52"
"Matas Buzelis 2024 Optic #15 My House - Purple","Raw","16.54","$0.28","$1.71","$1.99 (02/04/2026)","$1.69","$0.99","$2.75","-12.50","7","$11.81"
"Kon Knueppel 2025 Topps Chrome #INS-14 Instinct","Raw","16.45","$0.73","$4.47","$5.20 (02/07/2026)","$4.52","$1.04","$20.00","55.32","73","$329.85"
"Travis Hunter 2025 Donruss #301 Optic Preview - Red Wave","Raw","16.40","$0.72","$4.37","$5.09 (02/07/2026)","$4.53","$1.76","$8.50","100.00","10","$45.29"
"Caitlin Clark 2024 Prizm WNBA #13 Groovy","Raw","16.35","$4.25","$26.00","$30.25 (02/07/2026)","$32.35","$24.50","$41.99","250.00","7","$226.44"
"Michael Penix Jr. 2024 Select #235 Club Level Red & Yellow Shock","Raw","16.33","$0.25","$1.50","$1.75 (02/07/2026)","$2.11","$1.49","$3.00","40.00","7","$14.77"
"Jaxson Dart 2025 Optic #273 Holo","Raw","16.33","$7.30","$44.70","$52.00 (02/07/2026)","$48.44","$35.00","$61.00","-23.08","20","$968.78"
"Jaxon Smith-Njigba 2023 Prizm #PJ-JS Premier Jerseys - Neon Green Pulsar","Raw","16.28","$1.75","$10.75","$12.50 (02/06/2026)","$11.50","$9.50","$15.50","-53.85","6","$69.00"
"Isiah Thomas 1986 Fleer Sticker Base","Raw","16.28","$3.50","$21.50","$25.00 (02/07/2026)","$24.05","$21.50","$28.00","-37.50","5","$120.24"
"Victor Wembanyama 2023 Topps Chrome #1 Base","PSA 9","16.22","$6.00","$37.00","$43.00 (02/06/2026)","$40.42","$35.00","$47.91","133.33","7","$282.91"
"Michael Jordan 1996 Topps #PF-3 Pro Files","Raw","16.19","$4.25","$26.25","$30.50 (02/06/2026)","$29.74","$19.99","$37.00","-27.27","8","$237.89"
"Jayden Daniels 2024 Prizm #PJ-JDS Premier Jerseys - Neon Green Pulsar","Raw","16.17","$0.97","$6.00","$6.97 (02/07/2026)","$8.55","$4.69","$11.99","0.00","8","$68.42"
"Colston Loveland 2025 Mosaic #24 Notoriety","Raw","16.16","$0.16","$0.99","$1.15 (02/07/2026)","$1.58","$0.99","$3.09","-38.10","13","$20.55"
"Justin Herbert 2020 Chronicles #3 Prizm Black","PSA 10","16.16","$6.40","$39.60","$46.00 (02/07/2026)","$43.60","$39.60","$50.00","200.00","6","$261.59"
"Colston Loveland 2025 Prizm #319 Lazer","Raw","16.14","$1.48","$9.19","$10.67 (02/07/2026)","$10.88","$3.25","$21.67","-5.00","19","$206.72"
"Brock Bowers 2024 Topps Signature Class #F-6 Fluidity","Raw","16.13","$1.25","$7.75","$9.00 (02/07/2026)","$7.90","$4.99","$10.00","-28.57","5","$39.49"
"Justin Herbert 2020 Chronicles #GK-3 Gridiron Kings","Raw","16.13","$0.33","$2.07","$2.40 (02/06/2026)","$3.06","$0.99","$20.00","214.29","22","$67.31"
"Jahmyr Gibbs 2023 Prizm #331 Silver","PSA 10","16.13","$25.00","$155.00","$180.00 (02/06/2026)","$150.63","$127.50","$180.00","0.00","5","$753.13"
"Puka Nacua 2023 Optic #238 Holo","Raw","16.13","$1.67","$10.33","$12.00 (02/06/2026)","$11.26","$8.50","$14.50","-52.63","9","$101.34"
"Michael Jordan 1989 Hoops #21 All-Star","PSA 9","16.13","$5.00","$31.00","$36.00 (02/07/2026)","$35.40","$25.00","$56.00","-41.18","10","$354.00"
"Cooper Flagg 2025 Topps Now #67 Base (Print Run: 14,329)","Raw","16.07","$1.25","$7.75","$8.99 (02/07/2026)","$6.74","$3.25","$8.99","-8.33","11","$74.09"
"Tyrese Haliburton 2020 Prizm #262 Base","Raw","16.05","$0.26","$1.62","$1.88 (02/06/2026)","$1.91","$0.99","$3.99","22.22","11","$20.98"
"Drake Maye 2024 Luminance #103 Vertical Rookies","Raw","16.02","$0.94","$5.89","$6.83 (02/07/2026)","$6.28","$4.99","$8.50","-58.33","5","$31.38"
"Caleb Williams 2024 Prizm #301 Green","Raw","16.00","$4.00","$25.00","$29.00 (02/06/2026)","$26.46","$22.28","$35.00","0.00","6","$158.78"
"Ashton Jeanty 2025 Mosaic #12 Micro Mosaic","Raw","16.00","$22.00","$137.50","$159.50 (02/07/2026)","$145.88","$127.50","$180.00","33.33","8","$1167.00"
"Tua Tagovailoa / Tyreek Hill 2024 Optic #7 Downtown Duos","Raw","15.98","$54.43","$340.57","$395.00 (02/06/2026)","$343.78","$293.00","$400.00","-21.43","11","$3781.57"
"Dylan Harper 2025 Topps #FF-DH Franchise Fabrics","Raw","15.98","$2.76","$17.24","$20.00 (02/07/2026)","$15.69","$7.50","$20.00","233.33","10","$156.93"
"Cam Skattebo 2025 Phoenix #23 Phoenician","Raw","15.94","$8.25","$51.75","$60.00 (02/05/2026)","$51.21","$40.00","$60.00","40.00","7","$358.50"
"Cooper Flagg 2025 Topps Chrome #251 Teal Refractor","Raw","15.89","$85.00","$535.00","$620.00 (02/05/2026)","$589.00","$535.00","$620.00","-28.57","5","$2944.99"
"Bo Nix 2024 Topps Chrome #206 Refractor","Raw","15.85","$1.30","$8.20","$9.50 (02/07/2026)","$8.72","$4.04","$11.33","-56.25","7","$61.06"
"Travis Hunter 2025 Prizm Draft Picks #21 Gold Ice (WR)","Raw","15.83","$0.37","$2.33","$2.69 (02/07/2026)","$2.21","$0.99","$5.00","-17.65","14","$30.94"
"Otis Birdsong 1986 Fleer #10 Base","Raw","15.83","$1.30","$8.25","$9.55 (02/07/2026)","$6.72","$0.99","$10.00","75.00","7","$47.02"
"Cooper Flagg 2025 Topps Chrome #YQ-1 Youthquake - Refractor","Raw","15.80","$7.50","$47.49","$54.99 (02/06/2026)","$41.82","$15.99","$60.00","11.11","20","$836.46"
"Cooper Flagg 2025 Topps Chrome #INS-11 Instinct","Raw","15.68","$2.05","$13.07","$15.12 (02/07/2026)","$13.39","$4.25","$26.00","-8.65","95","$1271.66"
"Cam Ward 2025 Mosaic #24 Visionary","Raw","15.68","$6.50","$41.50","$48.00 (02/07/2026)","$47.66","$40.99","$55.99","100.00","6","$285.98"
"Caitlin Clark 2024 Select WNBA #151 Premier Level","PSA 10","15.65","$14.74","$94.25","$108.99 (02/06/2026)","$95.16","$76.91","$108.99","0.00","6","$570.97"
"Rod Woodson 1989 Topps #323 Base","Raw","15.60","$0.39","$2.50","$2.89 (02/07/2026)","$2.11","$1.00","$2.89","60.00","8","$16.91"
"Justin Jefferson 2020 Mosaic #270 NFL Debut","Raw","15.51","$0.49","$3.16","$3.65 (02/06/2026)","$3.04","$0.99","$6.99","200.00","9","$27.37"
"Cooper Flagg 2025 Topps Chrome #251 Pulsar Refractor","Raw","15.50","$22.41","$144.59","$167.00 (02/07/2026)","$152.98","$122.00","$200.00","0.00","32","$4895.32"
"Kobe Bryant 1996 SP #134 Base","Raw","15.44","$3.74","$24.26","$28.00 (02/07/2026)","$24.14","$17.50","$31.01","-20.00","12","$289.69"
"Matthew Stafford 2009 Topps #430 Base","PSA 10","15.38","$35.00","$227.50","$262.50 (02/06/2026)","$249.71","$221.03","$275.00","25.00","5","$1248.53"
"Joe Montana 2025 Optic #24 Sunday Kings","Raw","15.38","$14.15","$92.00","$106.15 (02/06/2026)","$101.13","$80.00","$113.30","500.00","6","$606.80"
"Michael Jordan 1998 Topps Stadium Club #NC1 Never Compromise","Raw","15.37","$6.00","$39.00","$45.00 (02/06/2026)","$43.75","$25.00","$52.29","16.67","7","$306.28"
"Ace Bailey 2025 Topps Chrome #RR-5 Radiating Rookies","Raw","15.35","$26.87","$175.00","$201.87 (02/07/2026)","$134.71","$98.00","$201.87","11.11","10","$1347.12"
"Marvin Bagley III 2018 Prizm #181 Base","PSA 10","15.32","$0.88","$5.75","$6.63 (02/06/2026)","$6.18","$1.25","$12.00","133.33","7","$43.23"
"Caitlin Clark 2024 Prizm Draft Picks #8 Deep Space - Silver","Raw","15.31","$1.99","$13.00","$14.99 (02/06/2026)","$15.12","$6.00","$20.00","100.00","6","$90.73"
"Caleb Williams 2022 Bowman Chrome University #50 Prospects - Pink Refractor (1st)","Raw","15.31","$1.00","$6.50","$7.50 (02/07/2026)","$6.90","$5.50","$8.00","25.00","5","$34.48"
"Kevin McHale 1986 Fleer #73 Base","Raw","15.28","$1.29","$8.45","$9.75 (02/07/2026)","$8.97","$5.99","$10.99","-28.57","5","$44.85"
"Bo Jackson 1988 Topps #327 Base","Raw","15.26","$1.57","$10.30","$11.87 (02/07/2026)","$12.33","$4.00","$24.95","0.00","48","$591.61"
"Drake Maye 2024 Prizm #12 Rookie Variation - Silver","Raw","15.25","$22.50","$147.50","$170.00 (02/07/2026)","$150.31","$125.00","$170.00","-33.33","8","$1202.50"
"Christian Gonzalez 2023 Optic #274 Purple Shock","Raw","15.22","$0.25","$1.68","$1.93 (02/07/2026)","$1.79","$1.00","$3.00","-53.33","7","$12.53"
"Drake Maye 2024 Select #113 Premier Level Silver","Raw","15.22","$1.39","$9.11","$10.50 (02/07/2026)","$13.35","$2.25","$30.00","-6.25","15","$200.22"
"Larry Bird 1981 Topps #4 Base","PSA 8","15.19","$30.00","$197.50","$227.50 (02/07/2026)","$215.25","$187.50","$250.00","50.00","6","$1291.50"
"JJ McCarthy 2024 Donruss #303 Base","PSA 10","15.12","$3.25","$21.50","$24.75 (02/07/2026)","$24.60","$21.50","$28.00","150.00","5","$122.99"
"Wayman Tisdale 1986 Fleer #113 Base","Raw","15.11","$0.68","$4.50","$5.18 (02/07/2026)","$8.03","$1.04","$24.99","-11.11","8","$64.27"
"LeBron James 2003 Topps #221 Base","PSA 10","15.07","$393.00","$2607.00","$3000.00 (02/06/2026)","$2705.50","$2379.00","$3002.00","100.00","6","$16233.00"
"Tetairoa McMillan 2025 Mosaic #6 Elevate - Orange Fluorescent","Raw","15.07","$0.28","$1.88","$2.16 (02/07/2026)","$2.10","$1.25","$2.99","33.33","8","$16.79"
"Jalen Johnson 2021 Prizm #305 Silver","Raw","15.00","$5.09","$33.91","$39.00 (02/07/2026)","$34.30","$23.40","$46.00","100.00","24","$823.28"
"Keyonte George 2023 Prizm #127 Silver","PSA 10","15.00","$30.00","$200.00","$230.00 (02/07/2026)","$194.45","$170.50","$240.00","57.14","11","$2138.98"
"Ace Bailey 2025 Topps Chrome #NS-AB Next Stop Signatures","Raw","14.98","$8.53","$56.97","$65.50 (02/07/2026)","$71.17","$50.90","$102.50","57.14","11","$782.90"
"Mitchell Trubisky 2017 Prizm #209 Silver","Raw","14.94","$0.26","$1.74","$2.00 (02/05/2026)","$2.09","$1.49","$3.00","0.00","5","$10.43"
"Michael Jordan 1995 Hoops #358 Earth Shakers","Raw","14.94","$0.97","$6.52","$7.49 (02/07/2026)","$5.80","$1.60","$13.50","33.33","20","$116.02"
"Tyler Warren 2025 Prizm #339 Silver","Raw","14.81","$1.80","$12.19","$14.00 (02/06/2026)","$11.41","$7.00","$15.00","40.00","7","$79.87"
"Michael Jordan 1996 Fleer Ultra #U4 Decade of Excellence","PSA 10","14.75","$44.99","$305.00","$349.99 (02/06/2026)","$321.20","$295.00","$349.99","150.00","5","$1605.99"
"Cooper Flagg 2024 Bowman Chrome University #16 Base (1st)","PSA 10","14.71","$11.06","$75.17","$86.23 (02/07/2026)","$78.10","$62.00","$129.97","105.00","41","$3202.28"
"Dylan Sampson 2025 Donruss #389 Rated Rookie Autographs - Green","Raw","14.70","$1.03","$6.97","$8.00 (02/07/2026)","$7.17","$4.00","$10.99","700.00","8","$57.34"
"Will Howard 2025 Certified #FBC-WHD Freshman Fabric Signatures - Mirror Teal","Raw","14.67","$5.50","$37.50","$43.00 (02/07/2026)","$40.40","$34.00","$50.00","0.00","5","$202.00"
"Dennis Rodman 1992 Topps Stadium Club #19 Beam Team","Raw","14.66","$2.55","$17.40","$19.95 (02/07/2026)","$19.77","$14.50","$29.99","0.00","5","$98.84"
"Michael Jordan 1995 Fleer #9 End 2 End","Raw","14.65","$2.05","$13.99","$16.04 (02/07/2026)","$15.51","$10.00","$23.50","75.00","7","$108.56"
"Michael Jordan 1995 Upper Deck Collector's Choice #324 Scouting Report","Raw","14.59","$0.25","$1.74","$1.99 (02/07/2026)","$1.68","$0.99","$2.49","25.00","5","$8.39"
"Caleb Williams 2024 Optic #201 Green Velocity","Raw","14.58","$3.09","$21.16","$24.25 (02/05/2026)","$22.16","$18.38","$25.00","-10.00","9","$199.48"
"VJ Edgecombe 2025 Topps Chrome #253 Basketball Refractor","Raw","14.57","$5.23","$35.90","$41.13 (02/06/2026)","$34.47","$27.00","$45.00","10.00","11","$379.12"
"Cooper Flagg 2025 Topps Chrome #BD-21 Ball of Duty","Raw","14.53","$1.28","$8.81","$10.09 (02/07/2026)","$9.71","$0.99","$24.95","20.73","233","$2263.18"
"Cooper Flagg 2024 Bowman U Now #25 Base (Print Run: 4,150)","PSA 10","14.51","$6.53","$44.97","$51.50 (02/07/2026)","$49.88","$36.95","$55.33","0.00","6","$299.26"
"Cooper Flagg 2025 Topps #201 Rainbow Foilboard","Raw","14.45","$7.04","$48.71","$55.75 (02/07/2026)","$60.33","$22.00","$100.00","14.71","39","$2353.00"
"Caitlin Clark 2022 Bowman Chrome University #50 Base (1st)","PSA 10","14.44","$16.25","$112.50","$128.75 (02/07/2026)","$128.00","$112.50","$149.99","-28.57","5","$639.98"
"Tom Brady 2000 Skybox Impact #27 Base","Raw","14.43","$13.24","$91.75","$104.99 (02/07/2026)","$97.46","$50.00","$130.00","-18.75","13","$1266.99"
"Tyler Warren 2025 Donruss #337 Optic Preview - Red Wave","Raw","14.41","$0.53","$3.70","$4.23 (02/07/2026)","$3.97","$1.50","$8.00","-14.29","6","$23.80"
"James Worthy 1986 Fleer #131 Base","Raw","14.38","$2.09","$14.50","$16.59 (02/07/2026)","$19.15","$10.18","$27.25","-33.33","6","$114.92"
"Puka Nacua 2023 Prizm #357 Green Wave","Raw","14.38","$1.32","$9.18","$10.50 (02/07/2026)","$9.34","$7.50","$11.50","66.67","5","$46.68"
"Stephen Curry 2024 Prizm #10 Deep Space - Silver","Raw","14.38","$0.35","$2.40","$2.75 (02/07/2026)","$1.98","$0.99","$3.00","-27.27","8","$15.82"
"Cooper Flagg 2025 Topps #PP-16 Power Players","PSA 10","14.38","$28.75","$200.00","$228.75 (02/07/2026)","$214.50","$179.99","$250.00","16.67","14","$3002.98"
